filename,company,domain,region,product,incident,risk,revenue_usd,cost_usd,sla_pct,ticket_backlog,quarter
doc_0066_compliance_us-west.txt,Blue Delta Logistics,compliance,us-west,Orion,none,medium,135555,78539,100,93,2024-Q3
doc_0067_finance_eu-north.txt,Blue Delta Logistics,finance,eu-north,Atlas,none,critical,122940,71218,89,154,2024-Q3
doc_0068_support_eu-central.txt,Apex Bio Labs,support,eu-central,Quasar,renewal-risk,critical,143809,86993,93,349,2024-Q4
doc_0069_ops_us-west.txt,Nova Security Systems,ops,us-west,Sierra,vendor-delay,high,149946,93603,99,56,2023-Q2
doc_0070_sales_ap-south.txt,Apex Bio Labs,sales,ap-south,Atlas,cost-overrun,critical,146257,92353,94,128,2024-Q2
doc_0071_engineering_us-east.txt,Nova Security Systems,engineering,us-east,Zenith,none,critical,135944,92049,91,40,2025-Q2
doc_0072_sales_eu-north.txt,Apex Bio Labs,sales,eu-north,Nimbus,policy-violation,high,137051,88698,95,255,2025-Q3
doc_0073_sales_latam.txt,Apex Bio Labs,sales,latam,Zenith,none,low,143050,73409,94,1,2023-Q3
doc_0074_engineering_ap-south.txt,Northstar Analytics,engineering,ap-south,Zenith,vendor-delay,critical,140050,99538,91,260,2023-Q1
doc_0075_compliance_eu-central.txt,Blue Delta Logistics,compliance,eu-central,Quasar,none,medium,131772,73416,99,392,2025-Q2
doc_0076_engineering_us-west.txt,Northstar Analytics,engineering,us-west,Orion,cost-overrun,high,134357,77550,93,355,2025-Q1
doc_0077_sales_us-east.txt,Granite Finance Hub,sales,us-east,Atlas,security-alert,medium,133404,78766,97,183,2024-Q4
doc_0078_hr_latam.txt,Arctic Mobility,hr,latam,Orion,cost-overrun,critical,124280,88296,94,218,2024-Q4
doc_0079_sales_us-west.txt,Arctic Mobility,sales,us-west,Cobalt,quota-miss,critical,128424,99554,95,301,2023-Q1
doc_0080_support_ap-south.txt,Arctic Mobility,support,ap-south,Zenith,policy-violation,critical,150034,88364,96,21,2023-Q4
doc_0081_ops_eu-central.txt,Vertex Retail,ops,eu-central,Zenith,vendor-delay,high,139312,90228,92,280,2024-Q1
doc_0082_sales_eu-north.txt,Vertex Retail,sales,eu-north,Orion,cost-overrun,medium,121274,81501,91,3,2023-Q1
doc_0083_finance_latam.txt,Arctic Mobility,finance,latam,Atlas,cost-overrun,high,135910,91248,94,76,2023-Q1
doc_0084_finance_us-east.txt,Apex Bio Labs,finance,us-east,Orion,cost-overrun,medium,144474,92038,90,327,2023-Q1
doc_0085_engineering_eu-central.txt,Granite Finance Hub,engineering,eu-central,Sierra,quota-miss,high,131723,101798,92,418,2025-Q3
doc_0086_ops_latam.txt,Arctic Mobility,ops,latam,Cobalt,renewal-risk,medium,150696,80084,99,93,2023-Q4
doc_0087_compliance_eu-north.txt,Nova Security Systems,compliance,eu-north,Quasar,policy-violation,medium,148360,101596,93,197,2025-Q1
doc_0088_engineering_eu-north.txt,Apex Bio Labs,engineering,eu-north,Atlas,policy-violation,critical,146157,71317,96,344,2025-Q4
doc_0089_support_eu-north.txt,Northstar Analytics,support,eu-north,Zenith,policy-violation,medium,126086,80987,97,17,2024-Q3
doc_0090_ops_eu-central.txt,Apex Bio Labs,ops,eu-central,Sierra,security-alert,low,144255,84717,97,261,2023-Q3
doc_0091_engineering_us-east.txt,Nova Security Systems,engineering,us-east,Atlas,quota-miss,high,132328,89654,100,81,2025-Q1
doc_0092_compliance_eu-north.txt,Northstar Analytics,compliance,eu-north,Zenith,policy-violation,low,138960,70726,88,84,2024-Q4
doc_0093_engineering_eu-north.txt,Northstar Analytics,engineering,eu-north,Atlas,cost-overrun,low,126923,77457,90,151,2025-Q4
doc_0094_engineering_us-west.txt,Northstar Analytics,engineering,us-west,Quasar,api-latency,low,127648,101306,95,109,2023-Q2
doc_0095_compliance_eu-north.txt,Helios Media Group,compliance,eu-north,Quasar,security-alert,low,146595,74745,92,260,2023-Q4
doc_0096_support_us-east.txt,Granite Finance Hub,support,us-east,Zenith,vendor-delay,low,123319,94144,90,18,2025-Q2
doc_0097_ops_us-west.txt,Blue Delta Logistics,ops,us-west,Cobalt,none,medium,151961,84479,89,303,2024-Q2
doc_0098_support_us-east.txt,Northstar Analytics,support,us-east,Zenith,renewal-risk,medium,147897,82434,99,263,2023-Q1
doc_0099_engineering_eu-north.txt,Granite Finance Hub,engineering,eu-north,Atlas,policy-violation,critical,127490,95657,93,367,2024-Q3
doc_0100_hr_latam.txt,Arctic Mobility,hr,latam,Pulse,quota-miss,medium,133532,96508,87,93,2023-Q1
doc_0101_ops_latam.txt,Granite Finance Hub,ops,latam,Quasar,security-alert,critical,140152,82381,97,274,2023-Q4
doc_0102_finance_ap-south.txt,Vertex Retail,finance,ap-south,Sierra,api-latency,critical,141947,76129,90,244,2024-Q4
doc_0103_sales_ap-south.txt,Helios Media Group,sales,ap-south,Quasar,quota-miss,medium,151769,98849,94,185,2024-Q4
doc_0104_engineering_ap-south.txt,Helios Media Group,engineering,ap-south,Sierra,renewal-risk,high,142899,77684,87,17,2025-Q3
doc_0105_sales_us-east.txt,Arctic Mobility,sales,us-east,Orion,quota-miss,low,130067,94582,100,323,2023-Q3
doc_0106_support_us-east.txt,Blue Delta Logistics,support,us-east,Quasar,api-latency,low,141750,99672,89,273,2025-Q1
doc_0107_finance_us-east.txt,Blue Delta Logistics,finance,us-east,Nimbus,cost-overrun,high,123141,101003,100,66,2025-Q2
doc_0108_finance_eu-central.txt,Vertex Retail,finance,eu-central,Sierra,api-latency,low,149510,82782,93,96,2025-Q4
doc_0109_sales_eu-central.txt,Vertex Retail,sales,eu-central,Atlas,security-alert,high,135974,79215,99,345,2025-Q3
doc_0110_sales_latam.txt,Granite Finance Hub,sales,latam,Orion,policy-violation,medium,128462,80856,93,218,2023-Q3
doc_0111_finance_eu-central.txt,Apex Bio Labs,finance,eu-central,Cobalt,policy-violation,medium,140861,91315,94,136,2023-Q4
doc_0112_compliance_eu-central.txt,Arctic Mobility,compliance,eu-central,Quasar,quota-miss,low,151446,81272,88,340,2024-Q2
doc_0113_finance_eu-north.txt,Granite Finance Hub,finance,eu-north,Sierra,vendor-delay,high,152238,98699,96,300,2023-Q1
doc_0114_ops_eu-central.txt,Northstar Analytics,ops,eu-central,Nimbus,cost-overrun,high,131853,90983,93,245,2025-Q1
doc_0115_ops_ap-south.txt,Blue Delta Logistics,ops,ap-south,Sierra,vendor-delay,critical,141819,85382,96,345,2023-Q3
doc_0116_sales_latam.txt,Granite Finance Hub,sales,latam,Cobalt,quota-miss,critical,133324,91117,90,169,2023-Q1
doc_0117_compliance_ap-south.txt,Arctic Mobility,compliance,ap-south,Cobalt,security-alert,low,140915,95420,98,48,2025-Q3
doc_0118_hr_latam.txt,Helios Media Group,hr,latam,Zenith,policy-violation,medium,122127,99064,88,341,2023-Q4
doc_0119_support_latam.txt,Nova Security Systems,support,latam,Orion,vendor-delay,high,140952,86262,93,52,2025-Q3
doc_0120_engineering_latam.txt,Apex Bio Labs,engineering,latam,Zenith,quota-miss,low,140386,85814,91,55,2025-Q1
doc_0121_ops_eu-central.txt,Blue Delta Logistics,ops,eu-central,Quasar,cost-overrun,critical,123680,79331,93,275,2023-Q3
doc_0122_ops_us-east.txt,Northstar Analytics,ops,us-east,Orion,security-alert,critical,136035,94192,88,353,2024-Q2
doc_0123_finance_eu-north.txt,Apex Bio Labs,finance,eu-north,Zenith,none,low,139503,82283,90,62,2023-Q1
doc_0124_risk_us-west.txt,Blue Delta Logistics,risk,us-west,Nimbus,none,high,152746,98790,95,189,2023-Q2
doc_0125_ops_ap-south.txt,Northstar Analytics,ops,ap-south,Quasar,security-alert,medium,138078,102231,98,260,2024-Q1
doc_0126_finance_latam.txt,Vertex Retail,finance,latam,Zenith,api-latency,low,127592,75211,99,283,2023-Q2
doc_0127_finance_eu-central.txt,Helios Media Group,finance,eu-central,Zenith,api-latency,high,142813,93537,98,173,2024-Q4
doc_0128_engineering_us-east.txt,Blue Delta Logistics,engineering,us-east,Atlas,vendor-delay,critical,146471,77447,91,196,2024-Q2
doc_0129_hr_us-west.txt,Helios Media Group,hr,us-west,Sierra,security-alert,high,149920,99191,92,108,2024-Q2
doc_0130_finance_eu-north.txt,Vertex Retail,finance,eu-north,Zenith,cost-overrun,high,144747,76873,97,332,2025-Q1
doc_0131_risk_eu-north.txt,Granite Finance Hub,risk,eu-north,Sierra,none,low,123789,94701,92,410,2024-Q3
doc_0132_risk_eu-north.txt,Vertex Retail,risk,eu-north,Nimbus,quota-miss,critical,136036,79431,97,163,2024-Q1
doc_0133_hr_eu-north.txt,Nova Security Systems,hr,eu-north,Orion,cost-overrun,critical,129342,90829,97,299,2023-Q1
doc_0134_engineering_latam.txt,Nova Security Systems,engineering,latam,Sierra,quota-miss,medium,122783,88016,93,62,2023-Q4
doc_0135_ops_latam.txt,Blue Delta Logistics,ops,latam,Quasar,cost-overrun,critical,130502,86616,90,310,2023-Q3
doc_0136_engineering_ap-south.txt,Vertex Retail,engineering,ap-south,Orion,policy-violation,high,137175,77145,99,329,2025-Q2
doc_0137_hr_us-west.txt,Apex Bio Labs,hr,us-west,Pulse,api-latency,critical,142288,80538,91,27,2025-Q4
doc_0138_compliance_us-west.txt,Helios Media Group,compliance,us-west,Atlas,quota-miss,high,150711,85396,91,145,2025-Q2
doc_0139_sales_eu-central.txt,Vertex Retail,sales,eu-central,Nimbus,cost-overrun,critical,122734,83704,88,368,2025-Q4
doc_0140_hr_us-east.txt,Blue Delta Logistics,hr,us-east,Atlas,security-alert,critical,145667,72869,99,364,2024-Q2
doc_0141_ops_latam.txt,Northstar Analytics,ops,latam,Orion,policy-violation,medium,120995,102653,87,375,2025-Q3
doc_0142_risk_eu-north.txt,Helios Media Group,risk,eu-north,Sierra,policy-violation,high,120712,98190,98,280,2024-Q4
doc_0143_ops_us-west.txt,Vertex Retail,ops,us-west,Cobalt,vendor-delay,medium,135887,78815,100,347,2024-Q1
doc_0144_engineering_eu-central.txt,Blue Delta Logistics,engineering,eu-central,Atlas,quota-miss,high,149288,83434,98,130,2023-Q2
doc_0145_support_eu-central.txt,Northstar Analytics,support,eu-central,Pulse,security-alert,medium,141479,83130,91,81,2023-Q2
doc_0146_sales_latam.txt,Arctic Mobility,sales,latam,Zenith,renewal-risk,low,138898,85363,93,255,2025-Q3
doc_0147_hr_us-west.txt,Helios Media Group,hr,us-west,Cobalt,vendor-delay,high,144636,76081,100,232,2023-Q2
doc_0148_sales_eu-north.txt,Blue Delta Logistics,sales,eu-north,Pulse,policy-violation,low,124548,77028,96,417,2023-Q2
doc_0149_sales_us-west.txt,Helios Media Group,sales,us-west,Quasar,quota-miss,low,146727,90028,99,145,2023-Q4
doc_0150_ops_eu-central.txt,Arctic Mobility,ops,eu-central,Quasar,security-alert,high,145711,80454,94,307,2023-Q4
doc_0151_finance_eu-north.txt,Blue Delta Logistics,finance,eu-north,Sierra,renewal-risk,low,126640,80102,99,272,2024-Q2
doc_0152_sales_us-west.txt,Apex Bio Labs,sales,us-west,Sierra,quota-miss,low,149641,82517,87,404,2025-Q4
doc_0153_hr_eu-central.txt,Northstar Analytics,hr,eu-central,Pulse,security-alert,high,144842,102047,91,388,2025-Q3
doc_0154_support_eu-central.txt,Arctic Mobility,support,eu-central,Zenith,vendor-delay,medium,147809,75290,87,76,2025-Q1
doc_0155_engineering_us-east.txt,Granite Finance Hub,engineering,us-east,Zenith,none,low,120555,87962,97,52,2024-Q4
doc_0156_compliance_eu-north.txt,Arctic Mobility,compliance,eu-north,Nimbus,policy-violation,medium,152715,80032,99,228,2023-Q1
doc_0157_support_ap-south.txt,Nova Security Systems,support,ap-south,Quasar,vendor-delay,critical,131864,83808,99,102,2023-Q4
doc_0158_support_eu-north.txt,Vertex Retail,support,eu-north,Pulse,renewal-risk,low,122307,96349,88,25,2024-Q1
doc_0159_compliance_latam.txt,Northstar Analytics,compliance,latam,Quasar,policy-violation,medium,150307,90896,96,401,2025-Q4
doc_0160_ops_latam.txt,Granite Finance Hub,ops,latam,Atlas,quota-miss,low,148196,92858,87,199,2023-Q3
doc_0161_compliance_latam.txt,Blue Delta Logistics,compliance,latam,Orion,none,high,134139,73184,100,3,2024-Q2
doc_0162_compliance_latam.txt,Vertex Retail,compliance,latam,Atlas,api-latency,high,140191,83981,99,393,2025-Q2
doc_0163_risk_latam.txt,Northstar Analytics,risk,latam,Sierra,api-latency,high,142041,91468,93,149,2024-Q4
doc_0164_sales_us-west.txt,Nova Security Systems,sales,us-west,Orion,api-latency,low,147824,75565,87,105,2023-Q1
doc_0165_engineering_eu-north.txt,Vertex Retail,engineering,eu-north,Pulse,policy-violation,high,139271,82847,99,188,2023-Q3
doc_0166_compliance_us-west.txt,Granite Finance Hub,compliance,us-west,Atlas,renewal-risk,critical,134728,94345,97,128,2023-Q4
doc_0167_engineering_ap-south.txt,Arctic Mobility,engineering,ap-south,Zenith,quota-miss,high,138083,91585,96,409,2025-Q4
doc_0168_support_eu-north.txt,Granite Finance Hub,support,eu-north,Zenith,quota-miss,low,132495,83568,93,37,2023-Q4
doc_0169_hr_ap-south.txt,Granite Finance Hub,hr,ap-south,Atlas,cost-overrun,medium,136034,74879,92,363,2023-Q2
doc_0170_ops_us-east.txt,Blue Delta Logistics,ops,us-east,Pulse,renewal-risk,medium,143326,93568,93,309,2024-Q3
doc_0171_support_us-west.txt,Granite Finance Hub,support,us-west,Nimbus,vendor-delay,high,145933,87391,96,192,2023-Q4
doc_0172_hr_eu-north.txt,Granite Finance Hub,hr,eu-north,Atlas,cost-overrun,low,123155,96129,93,50,2023-Q2
doc_0173_support_us-east.txt,Northstar Analytics,support,us-east,Zenith,security-alert,medium,126754,94551,87,22,2024-Q3
doc_0174_risk_eu-central.txt,Helios Media Group,risk,eu-central,Cobalt,renewal-risk,low,149601,88073,94,59,2024-Q3
doc_0175_risk_us-east.txt,Nova Security Systems,risk,us-east,Sierra,none,low,148111,80619,88,9,2023-Q3
doc_0176_hr_us-west.txt,Nova Security Systems,hr,us-west,Atlas,none,medium,138210,82362,93,360,2023-Q2
doc_0177_compliance_eu-north.txt,Northstar Analytics,compliance,eu-north,Nimbus,security-alert,low,135545,90815,97,198,2025-Q3
doc_0178_support_us-east.txt,Granite Finance Hub,support,us-east,Atlas,cost-overrun,high,144194,92226,93,18,2023-Q3
doc_0179_sales_eu-north.txt,Granite Finance Hub,sales,eu-north,Sierra,none,medium,144576,94983,97,202,2023-Q1
doc_0180_support_us-west.txt,Apex Bio Labs,support,us-west,Nimbus,renewal-risk,critical,139083,91749,93,167,2024-Q3
doc_0181_compliance_latam.txt,Granite Finance Hub,compliance,latam,Sierra,api-latency,critical,137702,88776,89,178,2025-Q4
doc_0182_support_eu-central.txt,Arctic Mobility,support,eu-central,Cobalt,api-latency,critical,135031,101302,89,71,2025-Q3
doc_0183_finance_us-west.txt,Arctic Mobility,finance,us-west,Zenith,none,high,150535,73350,95,337,2025-Q2
doc_0184_compliance_us-east.txt,Blue Delta Logistics,compliance,us-east,Atlas,security-alert,critical,122023,86790,96,205,2024-Q2
doc_0185_support_ap-south.txt,Northstar Analytics,support,ap-south,Nimbus,cost-overrun,medium,139999,87408,99,412,2024-Q4
doc_0186_sales_us-east.txt,Granite Finance Hub,sales,us-east,Cobalt,vendor-delay,high,151390,94387,94,284,2025-Q4
doc_0187_risk_us-west.txt,Vertex Retail,risk,us-west,Quasar,vendor-delay,low,125054,74653,89,244,2024-Q3
doc_0188_sales_us-east.txt,Helios Media Group,sales,us-east,Cobalt,api-latency,medium,141093,85643,96,166,2024-Q4
doc_0189_finance_eu-north.txt,Vertex Retail,finance,eu-north,Pulse,renewal-risk,high,122436,98259,87,189,2023-Q1
doc_0190_hr_ap-south.txt,Nova Security Systems,hr,ap-south,Atlas,quota-miss,high,133711,100083,94,198,2025-Q3
doc_0191_compliance_ap-south.txt,Arctic Mobility,compliance,ap-south,Sierra,policy-violation,critical,136996,90943,100,246,2024-Q4
doc_0192_support_us-west.txt,Helios Media Group,support,us-west,Nimbus,security-alert,critical,120918,70977,100,39,2024-Q4
doc_0193_sales_eu-north.txt,Northstar Analytics,sales,eu-north,Quasar,vendor-delay,critical,136852,73436,99,71,2024-Q1
doc_0194_ops_latam.txt,Northstar Analytics,ops,latam,Pulse,renewal-risk,low,139741,73973,100,206,2023-Q4
doc_0195_engineering_ap-south.txt,Vertex Retail,engineering,ap-south,Zenith,quota-miss,medium,129002,88923,98,348,2023-Q1
doc_0196_engineering_us-west.txt,Nova Security Systems,engineering,us-west,Pulse,quota-miss,high,140587,92274,97,206,2024-Q3
doc_0197_support_eu-central.txt,Arctic Mobility,support,eu-central,Atlas,none,high,137849,84295,90,406,2024-Q4
doc_0198_engineering_eu-north.txt,Vertex Retail,engineering,eu-north,Atlas,cost-overrun,medium,125136,96911,99,322,2023-Q3
doc_0199_ops_latam.txt,Northstar Analytics,ops,latam,Pulse,api-latency,low,133044,83940,97,150,2025-Q3
doc_0200_ops_us-west.txt,Northstar Analytics,ops,us-west,Orion,api-latency,low,129891,71216,100,290,2024-Q3
doc_0201_sales_ap-south.txt,Granite Finance Hub,sales,ap-south,Nimbus,quota-miss,critical,152541,102752,97,12,2025-Q4
doc_0202_sales_latam.txt,Granite Finance Hub,sales,latam,Cobalt,quota-miss,medium,136217,85610,94,218,2023-Q3
doc_0203_hr_eu-north.txt,Nova Security Systems,hr,eu-north,Atlas,policy-violation,medium,123681,94952,89,292,2025-Q1
doc_0204_sales_eu-central.txt,Blue Delta Logistics,sales,eu-central,Atlas,security-alert,medium,128899,77660,100,99,2023-Q2
doc_0205_engineering_us-east.txt,Blue Delta Logistics,engineering,us-east,Cobalt,policy-violation,critical,137686,81344,90,323,2025-Q1
doc_0206_compliance_ap-south.txt,Helios Media Group,compliance,ap-south,Sierra,quota-miss,high,149897,96988,91,291,2025-Q2
doc_0207_compliance_us-east.txt,Blue Delta Logistics,compliance,us-east,Sierra,renewal-risk,high,130761,92065,96,204,2024-Q2
doc_0208_hr_us-east.txt,Vertex Retail,hr,us-east,Zenith,api-latency,high,128455,79554,100,94,2023-Q2
doc_0209_hr_eu-north.txt,Northstar Analytics,hr,eu-north,Cobalt,renewal-risk,medium,132066,100445,92,359,2025-Q2
doc_0210_compliance_eu-north.txt,Apex Bio Labs,compliance,eu-north,Orion,quota-miss,medium,137244,78281,97,374,2024-Q3
doc_0211_hr_eu-north.txt,Northstar Analytics,hr,eu-north,Quasar,renewal-risk,high,145002,89557,88,246,2023-Q2
doc_0212_ops_latam.txt,Granite Finance Hub,ops,latam,Pulse,api-latency,medium,141514,88597,99,314,2023-Q3
doc_0213_hr_us-east.txt,Arctic Mobility,hr,us-east,Orion,quota-miss,critical,148463,93488,100,276,2024-Q2
doc_0214_ops_latam.txt,Apex Bio Labs,ops,latam,Cobalt,none,medium,120407,101612,97,321,2025-Q2
doc_0215_finance_eu-north.txt,Granite Finance Hub,finance,eu-north,Cobalt,quota-miss,low,143919,101879,95,257,2023-Q2
doc_0216_compliance_us-west.txt,Vertex Retail,compliance,us-west,Quasar,api-latency,low,142822,84602,94,210,2024-Q3
doc_0217_ops_latam.txt,Nova Security Systems,ops,latam,Cobalt,security-alert,high,148794,91036,98,289,2024-Q3
doc_0218_ops_ap-south.txt,Arctic Mobility,ops,ap-south,Cobalt,cost-overrun,high,150631,98758,97,343,2023-Q2
doc_0219_risk_ap-south.txt,Helios Media Group,risk,ap-south,Sierra,quota-miss,low,134637,90041,100,309,2023-Q4
